Gene	PfamDomains	LengthPfamDomain	GeneLength	PfamDomLen	PfamLengthRatio	geneType	geneClusterType
YJL138C	2	274	1188	0.0016835	0.23064	WGD	WGD_in_WGDCluster
YJL139C	1	338	1287	0.000777001	0.262626	WGD	WGD_in_WGDCluster
YJL140W	1	169	666	0.0015015	0.253754	singletons	Singletons_in_ComplementCluster
YJL141C	1	335	2424	0.000412541	0.138201	SSD	SSD_in_SSDCluster
YJL143W	1	108	477	0.00209644	0.226415	singletons	Singletons_in_SSDCluster
YJL145W	1	158	885	0.00112994	0.178531	singletons	Singletons_in_SSDCluster
YJL148W	1	185	702	0.0014245	0.263533	singletons	Singletons_in_SSDCluster
YJL149W	1	45	1992	0.000502008	0.0225904	SSD	SSD_in_SSDCluster
YJL151C	1	49	402	0.00248756	0.121891	singletons	Singletons_in_SSDCluster
YJL153C	2	564	1602	0.00124844	0.35206	singletons	Singletons_in_SSDCluster
YJL154C	1	821	2835	0.000352734	0.289594	singletons	Singletons_in_SSDCluster
YJL155C	2	410	1359	0.00147167	0.301692	SSD	SSD_in_SSDCluster
YJL156C	1	692	2100	0.00047619	0.329524	singletons	Singletons_in_ComplementCluster
YJL158C	1	16	684	0.00146199	0.0233918	singletons	Singletons_in_ComplementCluster
YJL159W	11	187	1242	0.00885668	0.150564	WGD	WGD_in_WGDCluster
YJL160C	3	49	864	0.00347222	0.056713	WGD	WGD_in_WGDCluster
YJL162C	1	61	1752	0.000570776	0.0348174	singletons	Singletons_in_WGDCluster
YJL163C	1	428	1668	0.00059952	0.256595	singletons	Singletons_in_WGDCluster
YJL164C	1	254	1194	0.000837521	0.21273	WGD	WGD_in_WGDCluster
YJL165C	1	243	2568	0.000389408	0.0946262	WGD	WGD_in_WGDCluster
YJL166W	1	77	285	0.00350877	0.270175	singletons	Singletons_in_ComplementCluster
YJL167W	1	268	1059	0.000944287	0.253069	singletons	Singletons_in_ComplementCluster
YJL168C	4	259	2202	0.00181653	0.11762	SSD	SSD_in_SSDCluster
YJL171C	2	301	794	0.00251889	0.379093	SSD	SSD_in_SSDCluster
YJL172W	2	564	1731	0.0011554	0.325823	singletons	Singletons_in_SSDCluster
YJL173C	1	121	369	0.00271003	0.327913	singletons	Singletons_in_SSDCluster
YJL174W	2	210	831	0.00240674	0.252708	SSD	SSD_in_SSDCluster
YJL176C	3	213	2478	0.00121065	0.0859564	SSD	SSD_in_SSDCluster
YJL177W	1	134	872	0.00114679	0.15367	singletons	Singletons_in_SSDCluster
YJL178C	1	261	816	0.00122549	0.319853	singletons	Singletons_in_SSDCluster
YJL179W	1	103	330	0.0030303	0.312121	singletons	Singletons_in_SSDCluster
YJL180C	1	141	978	0.00102249	0.144172	singletons	Singletons_in_SSDCluster
YJL183W	1	253	1269	0.000788022	0.19937	SSD	SSD_in_SSDCluster
YJL184W	1	106	372	0.00268817	0.284946	singletons	Singletons_in_SSDCluster
YJL186W	1	297	1761	0.000567859	0.168654	SSD	SSD_in_SSDCluster
YJL187C	1	348	2460	0.000406504	0.141463	singletons	Singletons_in_SSDCluster
YJL189W	1	41	542	0.00184502	0.0756458	singletons	Singletons_in_SSDCluster
YJL190C	1	125	393	0.00254453	0.318066	SSD	SSD_in_SSDCluster
YJL191W	1	118	825	0.00121212	0.14303	WGD	WGD_in_WGDCluster
YJL192C	1	205	705	0.00141844	0.29078	singletons	Singletons_in_WGDCluster
YJL193W	2	365	1209	0.00165426	0.301902	SSD	SSD_in_WGDCluster
YJL194W	2	250	1542	0.00129702	0.162127	singletons	Singletons_in_WGDCluster
YJL196C	1	246	933	0.00107181	0.263666	WGD	WGD_in_WGDCluster
YJL197W	1	743	3765	0.000265604	0.197344	singletons	Singletons_in_WGDCluster
YJL198W	3	599	2646	0.00113379	0.226379	WGD	WGD_in_WGDCluster
YJL200C	2	576	2370	0.000843882	0.243038	SSD	SSD_in_SSDCluster
YJL201W	2	290	1800	0.00111111	0.161111	singletons	Singletons_in_SSDCluster
YJL203W	3	223	843	0.00355872	0.264531	singletons	Singletons_in_SSDCluster
YJL204C	1	776	2523	0.000396354	0.30757	singletons	Singletons_in_SSDCluster
YJL205C	1	44	305	0.00327869	0.144262	singletons	Singletons_in_SSDCluster
YJL206C	2	294	2277	0.000878349	0.129117	SSD	SSD_in_SSDCluster
YJL208C	1	235	990	0.0010101	0.237374	singletons	Singletons_in_ComplementCluster
YJL210W	1	199	816	0.00122549	0.243873	singletons	Singletons_in_ComplementCluster
YJL212C	1	653	2400	0.000416667	0.272083	SSD	SSD_in_SSDCluster
YJL213W	1	330	996	0.00100402	0.331325	singletons	Singletons_in_ComplementCluster
YJL214W	1	461	1710	0.000584795	0.269591	singletons	Singletons_in_ComplementCluster
YJL216C	1	367	1746	0.000572738	0.210195	singletons	Singletons_in_ComplementCluster
YJL217W	1	175	597	0.00167504	0.293132	singletons	Singletons_in_ComplementCluster
YJL218W	3	113	591	0.00507614	0.191201	singletons	Singletons_in_ComplementCluster
YJL219W	1	462	1704	0.000586854	0.271127	SSD	SSD_in_SSDCluster
YJL221C	1	371	1770	0.000564972	0.209605	SSD	SSD_in_SSDCluster
YJL222W	4	1250	4650	0.000860215	0.268817	SSD	SSD_in_SSDCluster
YJL223C	1	93	363	0.00275482	0.256198	SSD	SSD_in_SSDCluster
YJL225C	1	108	5665	0.000176523	0.0190644	SSD	SSD_in_SSDCluster
YJR001W	1	395	1809	0.000552792	0.218353	singletons	Singletons_in_ComplementCluster
YJR002W	1	574	1782	0.000561167	0.32211	singletons	Singletons_in_ComplementCluster
YJR004C	1	250	1953	0.000512033	0.128008	singletons	Singletons_in_ComplementCluster
YJR005W	1	535	2103	0.000475511	0.254398	SSD	SSD_in_SSDCluster
YJR006W	2	370	1464	0.00136612	0.252732	singletons	Singletons_in_WGDCluster
YJR007W	2	186	915	0.00218579	0.203279	singletons	Singletons_in_WGDCluster
YJR008W	1	329	1017	0.000983284	0.3235	singletons	Singletons_in_WGDCluster
YJR009C	2	258	999	0.002002	0.258258	WGD	WGD_in_WGDCluster
YJR010C-A	1	70	285	0.00350877	0.245614	singletons	Singletons_in_WGDCluster
YJR010W	2	378	1536	0.00130208	0.246094	singletons	Singletons_in_WGDCluster
YJR013W	1	259	1212	0.000825083	0.213696	singletons	Singletons_in_WGDCluster
YJR014W	1	81	597	0.00167504	0.135678	singletons	Singletons_in_WGDCluster
YJR015W	1	393	1533	0.000652316	0.25636	WGD	WGD_in_WGDCluster
YJR016C	1	526	1758	0.000568828	0.299204	singletons	Singletons_in_ComplementCluster
YJR017C	2	136	513	0.00389864	0.265107	singletons	Singletons_in_ComplementCluster
YJR019C	2	237	1050	0.00190476	0.225714	singletons	Singletons_in_ComplementCluster
YJR021C	1	192	1025	0.00097561	0.187317	singletons	Singletons_in_ComplementCluster
YJR022W	1	63	330	0.0030303	0.190909	singletons	Singletons_in_ComplementCluster
YJR024C	1	201	735	0.00136054	0.273469	singletons	Singletons_in_ComplementCluster
YJR025C	1	154	534	0.00187266	0.28839	singletons	Singletons_in_ComplementCluster
YJR026W	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YJR027W	3	432	5269	0.000569368	0.081989	singletons	Singletons_in_ComplementCluster
YJR028W	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YJR029W	3	432	5269	0.000569368	0.081989	singletons	Singletons_in_ComplementCluster
YJR031C	2	366	4227	0.000473149	0.0865862	WGD	WGD_in_WGDCluster
YJR032W	2	221	1182	0.00169205	0.186971	SSD	SSD_in_SSDCluster
YJR033C	1	620	4074	0.000245459	0.152185	singletons	Singletons_in_ComplementCluster
YJR034W	1	68	327	0.0030581	0.207951	singletons	Singletons_in_ComplementCluster
YJR035W	2	503	3258	0.000613874	0.154389	singletons	Singletons_in_ComplementCluster
YJR036C	1	322	2679	0.000373274	0.120194	singletons	Singletons_in_ComplementCluster
YJR040W	3	503	2340	0.00128205	0.214957	singletons	Singletons_in_ComplementCluster
YJR041C	1	210	3525	0.000283688	0.0595745	singletons	Singletons_in_ComplementCluster
YJR042W	1	608	2235	0.000447427	0.272036	singletons	Singletons_in_ComplementCluster
YJR044C	1	120	423	0.00236407	0.283688	singletons	Singletons_in_ComplementCluster
YJR045C	1	601	1965	0.000508906	0.305852	WGD	WGD_in_WGDCluster
YJR046W	1	93	1815	0.000550964	0.0512397	singletons	Singletons_in_WGDCluster
YJR047C	1	67	474	0.0021097	0.14135	WGD	WGD_in_WGDCluster
YJR048W	1	98	330	0.0030303	0.29697	WGD	WGD_in_WGDCluster
YJR049C	1	299	1593	0.000627746	0.187696	WGD	WGD_in_WGDCluster
YJR050W	1	231	708	0.00141243	0.326271	singletons	Singletons_in_WGDCluster
YJR051W	1	447	1506	0.000664011	0.296813	WGD	WGD_in_WGDCluster
YJR054W	1	252	1494	0.000669344	0.168675	WGD	WGD_in_WGDCluster
YJR055W	2	110	495	0.0040404	0.222222	singletons	Singletons_in_WGDCluster
YJR056C	1	200	711	0.00140647	0.281294	singletons	Singletons_in_WGDCluster
YJR057W	1	186	651	0.0015361	0.285714	singletons	Singletons_in_WGDCluster
YJR058C	1	145	444	0.00225225	0.326577	SSD	SSD_in_WGDCluster
YJR059W	1	306	2457	0.000407	0.124542	WGD	WGD_in_WGDCluster
YJR060W	1	48	1056	0.00094697	0.0454545	singletons	Singletons_in_WGDCluster
YJR061W	1	251	2808	0.000356125	0.0893875	WGD	WGD_in_WGDCluster
YJR062C	1	169	1374	0.000727802	0.122999	singletons	Singletons_in_WGDCluster
YJR063W	2	73	378	0.00529101	0.193122	singletons	Singletons_in_WGDCluster
YJR064W	1	502	1689	0.000592066	0.297217	SSD	SSD_in_WGDCluster
YJR065C	1	440	1350	0.000740741	0.325926	singletons	Singletons_in_WGDCluster
YJR066W	5	922	7413	0.000674491	0.124376	WGD	WGD_in_WGDCluster
YJR067C	1	38	426	0.00234742	0.0892019	singletons	Singletons_in_ComplementCluster
YJR068W	2	217	1062	0.00188324	0.204331	singletons	Singletons_in_ComplementCluster
YJR069C	1	185	594	0.0016835	0.311448	singletons	Singletons_in_ComplementCluster
YJR070C	2	174	978	0.00204499	0.177914	singletons	Singletons_in_ComplementCluster
YJR072C	1	250	1158	0.000863558	0.215889	singletons	Singletons_in_ComplementCluster
YJR073C	1	103	621	0.00161031	0.165862	singletons	Singletons_in_ComplementCluster
YJR074W	1	141	657	0.00152207	0.214612	singletons	Singletons_in_ComplementCluster
YJR075W	1	91	1191	0.000839631	0.0764064	SSD	SSD_in_SSDCluster
YJR076C	1	286	1248	0.000801282	0.229167	SSD	SSD_in_SSDCluster
YJR077C	3	270	936	0.00320513	0.288462	SSD	SSD_in_SSDCluster
YJR078W	1	422	1362	0.000734214	0.309838	singletons	Singletons_in_ComplementCluster
YJR080C	1	273	1185	0.000843882	0.23038	singletons	Singletons_in_ComplementCluster
YJR082C	1	89	342	0.00292398	0.260234	singletons	Singletons_in_ComplementCluster
YJR084W	1	117	1272	0.000786164	0.0919811	singletons	Singletons_in_ComplementCluster
YJR085C	1	94	318	0.00314465	0.295597	singletons	Singletons_in_ComplementCluster
YJR086W	1	82	333	0.003003	0.246246	singletons	Singletons_in_ComplementCluster
YJR089W	2	182	2865	0.00069808	0.0635253	singletons	Singletons_in_ComplementCluster
YJR091C	3	114	3276	0.000915751	0.0347985	WGD	WGD_in_WGDCluster
YJR092W	1	110	4344	0.000230203	0.0253223	singletons	Singletons_in_ComplementCluster
YJR093C	1	42	984	0.00101626	0.0426829	singletons	Singletons_in_ComplementCluster
YJR094W-A	1	84	554	0.00180505	0.151625	singletons	Singletons_in_ComplementCluster
YJR095W	3	295	969	0.00309598	0.304438	SSD	SSD_in_SSDCluster
YJR096W	1	253	849	0.00117786	0.297998	singletons	Singletons_in_SSDCluster
YJR097W	2	136	519	0.00385356	0.262042	singletons	Singletons_in_SSDCluster
YJR098C	1	268	1968	0.00050813	0.136179	singletons	Singletons_in_SSDCluster
YJR099W	1	208	711	0.00140647	0.292546	singletons	Singletons_in_SSDCluster
YJR100C	1	251	984	0.00101626	0.255081	singletons	Singletons_in_SSDCluster
YJR101W	1	73	801	0.00124844	0.0911361	SSD	SSD_in_SSDCluster
YJR102C	1	162	609	0.00164204	0.26601	singletons	Singletons_in_SSDCluster
YJR103W	2	511	1695	0.00117994	0.301475	WGD	WGD_in_SSDCluster
YJR104C	1	142	465	0.00215054	0.305376	singletons	Singletons_in_SSDCluster
YJR105W	1	315	1023	0.000977517	0.307918	SSD	SSD_in_SSDCluster
YJR106W	2	360	2178	0.000918274	0.165289	SSD	SSD_in_SSDCluster
YJR107W	1	167	987	0.00101317	0.1692	singletons	Singletons_in_SSDCluster
YJR109C	4	580	3357	0.00119154	0.172773	SSD	SSD_in_SSDCluster
YJR110W	1	436	2067	0.000483793	0.210934	singletons	Singletons_in_SSDCluster
YJR111C	1	82	852	0.00117371	0.0962441	singletons	Singletons_in_SSDCluster
YJR112W	1	108	606	0.00165017	0.178218	singletons	Singletons_in_SSDCluster
YJR112W-A	1	105	379	0.00263852	0.277045	singletons	Singletons_in_SSDCluster
YJR113C	1	150	744	0.00134409	0.201613	singletons	Singletons_in_SSDCluster
YJR116W	1	190	840	0.00119048	0.22619	SSD	SSD_in_SSDCluster
YJR117W	2	408	1362	0.00146843	0.299559	singletons	Singletons_in_SSDCluster
YJR118C	1	140	612	0.00163399	0.228758	singletons	Singletons_in_SSDCluster
YJR119C	3	201	2187	0.00137174	0.0919067	singletons	Singletons_in_SSDCluster
YJR121W	2	285	1536	0.00130208	0.185547	SSD	SSD_in_SSDCluster
YJR123W	1	153	678	0.00147493	0.225664	singletons	Singletons_in_ComplementCluster
YJR124C	1	199	1347	0.00074239	0.147736	singletons	Singletons_in_ComplementCluster
YJR125C	1	124	1227	0.000814996	0.101059	singletons	Singletons_in_ComplementCluster
YJR126C	2	324	2436	0.000821018	0.133005	singletons	Singletons_in_ComplementCluster
YJR127C	1	121	4143	0.000241371	0.0292059	WGD	WGD_in_WGDCluster
YJR129C	1	183	1020	0.000980392	0.179412	singletons	Singletons_in_WGDCluster
YJR130C	1	346	1920	0.000520833	0.180208	WGD	WGD_in_WGDCluster
YJR131W	1	487	1650	0.000606061	0.295152	SSD	SSD_in_SSDCluster
YJR132W	1	80	3147	0.000317763	0.025421	SSD	SSD_in_SSDCluster
YJR133W	1	171	630	0.0015873	0.271429	SSD	SSD_in_SSDCluster
YJR134C	2	187	2124	0.00094162	0.0880414	singletons	Singletons_in_ComplementCluster
YJR135W-A	1	63	264	0.00378788	0.238636	singletons	Singletons_in_ComplementCluster
YJR136C	1	285	1266	0.000789889	0.225118	singletons	Singletons_in_ComplementCluster
YJR137C	5	604	4329	0.001155	0.139524	singletons	Singletons_in_ComplementCluster
YJR138W	2	348	4755	0.00042061	0.0731861	singletons	Singletons_in_ComplementCluster
YJR139C	2	333	1080	0.00185185	0.308333	singletons	Singletons_in_ComplementCluster
YJR141W	1	334	1044	0.000957854	0.319923	singletons	Singletons_in_ComplementCluster
YJR142W	2	264	1029	0.00194363	0.25656	singletons	Singletons_in_ComplementCluster
YJR143C	3	638	2289	0.00131062	0.278724	singletons	Singletons_in_ComplementCluster
YJR144W	1	169	810	0.00123457	0.208642	singletons	Singletons_in_ComplementCluster
YJR145C	5	239	1042	0.00479846	0.229367	singletons	Singletons_in_ComplementCluster
YJR147W	1	90	1077	0.000928505	0.0835655	singletons	Singletons_in_ComplementCluster
YJR148W	1	253	1131	0.000884173	0.223696	WGD	WGD_in_WGDCluster
YJR149W	1	371	1215	0.000823045	0.30535	singletons	Singletons_in_ComplementCluster
YJR150C	1	93	897	0.00111483	0.103679	singletons	Singletons_in_ComplementCluster
YJR151C	1	93	3486	0.000286862	0.0266781	singletons	Singletons_in_ComplementCluster
YJR152W	1	378	1632	0.000612745	0.231618	SSD	SSD_in_SSDCluster
YJR153W	1	318	1086	0.00092081	0.292818	singletons	Singletons_in_ComplementCluster
YJR154W	1	208	1041	0.000960615	0.199808	singletons	Singletons_in_ComplementCluster
YJR155W	1	253	867	0.0011534	0.291811	singletons	Singletons_in_ComplementCluster
YJR156C	1	223	1023	0.000977517	0.217986	singletons	Singletons_in_ComplementCluster
YJR158W	1	461	1704	0.000586854	0.27054	SSD	SSD_in_SSDCluster
YJR159W	2	246	1074	0.0018622	0.22905	SSD	SSD_in_SSDCluster
YJR160C	1	460	1809	0.000552792	0.254284	SSD	SSD_in_SSDCluster
YJR161C	2	200	1152	0.00173611	0.173611	SSD	SSD_in_SSDCluster
YJR162C	1	83	351	0.002849	0.236467	singletons	Singletons_in_ComplementCluster
YKL001C	1	158	609	0.00164204	0.259442	singletons	Singletons_in_SSDCluster
YKL002W	1	179	767	0.00130378	0.233377	singletons	Singletons_in_SSDCluster
YKL003C	1	96	396	0.00252525	0.242424	singletons	Singletons_in_SSDCluster
YKL004W	1	192	1206	0.000829187	0.159204	SSD	SSD_in_SSDCluster
YKL005C	3	466	1785	0.00168067	0.261064	singletons	Singletons_in_ComplementCluster
YKL006W	1	74	815	0.00122699	0.0907975	singletons	Singletons_in_ComplementCluster
YKL007W	1	255	807	0.00123916	0.315985	singletons	Singletons_in_ComplementCluster
YKL008C	2	263	1257	0.00159109	0.209228	WGD	WGD_in_WGDCluster
YKL009W	2	185	711	0.00281294	0.260197	SSD	SSD_in_WGDCluster
YKL010C	1	335	4452	0.000224618	0.0752471	singletons	Singletons_in_WGDCluster
YKL011C	1	246	1062	0.00094162	0.231638	WGD	WGD_in_WGDCluster
YKL012W	6	265	1752	0.00342466	0.151256	singletons	Singletons_in_ComplementCluster
YKL013C	1	167	516	0.00193798	0.323643	singletons	Singletons_in_ComplementCluster
YKL014C	2	556	5295	0.000377715	0.105005	singletons	Singletons_in_ComplementCluster
YKL015W	2	312	2940	0.000680272	0.106122	singletons	Singletons_in_ComplementCluster
YKL016C	1	154	525	0.00190476	0.293333	singletons	Singletons_in_ComplementCluster
YKL017C	2	435	2052	0.000974659	0.211988	singletons	Singletons_in_ComplementCluster
YKL018C-A	1	64	300	0.00333333	0.213333	singletons	Singletons_in_ComplementCluster
YKL018W	2	79	990	0.0020202	0.079798	singletons	Singletons_in_ComplementCluster
YKL019W	4	122	951	0.0042061	0.128286	SSD	SSD_in_SSDCluster
YKL020C	2	176	3249	0.000615574	0.0541705	WGD	WGD_in_SSDCluster
YKL021C	4	166	1407	0.00284293	0.117982	singletons	Singletons_in_SSDCluster
YKL022C	4	220	2523	0.00158541	0.0871978	SSD	SSD_in_SSDCluster
YKL024C	1	158	615	0.00162602	0.256911	singletons	Singletons_in_ComplementCluster
YKL025C	1	137	2040	0.000490196	0.0671569	singletons	Singletons_in_ComplementCluster
YKL026C	1	107	504	0.00198413	0.212302	WGD	WGD_in_WGDCluster
YKL027W	1	283	1344	0.000744048	0.210565	WGD	WGD_in_WGDCluster
YKL028W	2	156	1449	0.00138026	0.10766	singletons	Singletons_in_WGDCluster
YKL029C	2	435	2010	0.000995025	0.216418	singletons	Singletons_in_WGDCluster
YKL032C	2	134	1794	0.00111483	0.0746934	WGD	WGD_in_WGDCluster
YKL033W-A	1	190	711	0.00140647	0.267229	singletons	Singletons_in_WGDCluster
YKL034W	1	55	2277	0.000439174	0.0241546	singletons	Singletons_in_WGDCluster
YKL035W	1	412	1500	0.000666667	0.274667	WGD	WGD_in_WGDCluster
YKL038W	1	41	3513	0.000284657	0.0116709	SSD	SSD_in_SSDCluster
YKL039W	1	291	1572	0.000636132	0.185115	WGD	WGD_in_SSDCluster
YKL040C	2	161	771	0.00259403	0.20882	singletons	Singletons_in_SSDCluster
YKL041W	1	171	675	0.00148148	0.253333	SSD	SSD_in_SSDCluster
YKL042W	1	73	1092	0.000915751	0.0668498	singletons	Singletons_in_SSDCluster
YKL043W	1	88	1101	0.000908265	0.0799273	WGD	WGD_in_SSDCluster
YKL045W	1	281	1587	0.00063012	0.177064	singletons	Singletons_in_SSDCluster
YKL046C	1	365	1350	0.000740741	0.27037	SSD	SSD_in_SSDCluster
YKL047W	2	356	1551	0.00128949	0.229529	singletons	Singletons_in_ComplementCluster
YKL048C	1	260	1923	0.000520021	0.135205	singletons	Singletons_in_ComplementCluster
YKL049C	1	133	690	0.00144928	0.192754	singletons	Singletons_in_ComplementCluster
YKL050C	1	119	2769	0.000361141	0.0429758	WGD	WGD_in_WGDCluster
YKL051W	1	277	1062	0.00094162	0.260829	singletons	Singletons_in_ComplementCluster
YKL052C	1	63	879	0.00113766	0.0716724	singletons	Singletons_in_ComplementCluster
YKL053C-A	1	68	261	0.00383142	0.260536	singletons	Singletons_in_ComplementCluster
YKL054C	1	39	2217	0.00045106	0.0175913	singletons	Singletons_in_ComplementCluster
YKL055C	2	207	837	0.00238949	0.247312	singletons	Singletons_in_ComplementCluster
YKL056C	1	162	504	0.00198413	0.321429	singletons	Singletons_in_ComplementCluster
YKL058W	2	101	369	0.00542005	0.273713	singletons	Singletons_in_ComplementCluster
YKL059C	1	73	1326	0.000754148	0.0550528	singletons	Singletons_in_ComplementCluster
YKL060C	1	341	1080	0.000925926	0.315741	singletons	Singletons_in_ComplementCluster
YKL061W	1	109	342	0.00292398	0.318713	singletons	Singletons_in_ComplementCluster
YKL062W	2	45	1893	0.00105652	0.0237718	WGD	WGD_in_WGDCluster
YKL064W	2	282	2910	0.000687285	0.0969072	singletons	Singletons_in_WGDCluster
YKL065C	1	137	621	0.00161031	0.220612	WGD	WGD_in_WGDCluster
YKL067W	1	134	462	0.0021645	0.290043	singletons	Singletons_in_WGDCluster
YKL068W	5	463	2880	0.00173611	0.160764	WGD	WGD_in_WGDCluster
YKL069W	1	127	543	0.00184162	0.233886	singletons	Singletons_in_WGDCluster
YKL070W	1	168	510	0.00196078	0.329412	singletons	Singletons_in_WGDCluster
YKL071W	1	200	771	0.00129702	0.259403	singletons	Singletons_in_WGDCluster
YKL073W	1	617	2646	0.000377929	0.233182	singletons	Singletons_in_ComplementCluster
YKL077W	1	205	1179	0.000848176	0.173876	singletons	Singletons_in_ComplementCluster
YKL078W	4	503	2208	0.00181159	0.227808	singletons	Singletons_in_ComplementCluster
YKL079W	1	331	1971	0.000507357	0.167935	singletons	Singletons_in_ComplementCluster
YKL080W	1	375	1179	0.000848176	0.318066	singletons	Singletons_in_ComplementCluster
YKL081W	3	278	1565	0.00191693	0.177636	singletons	Singletons_in_ComplementCluster
YKL082C	2	251	1305	0.00153257	0.192337	singletons	Singletons_in_ComplementCluster
YKL084W	1	78	351	0.002849	0.222222	singletons	Singletons_in_ComplementCluster
YKL085W	2	311	1005	0.00199005	0.309453	SSD	SSD_in_SSDCluster
YKL086W	1	115	384	0.00260417	0.299479	singletons	Singletons_in_SSDCluster
YKL087C	1	219	675	0.00148148	0.324444	SSD	SSD_in_SSDCluster
YKL088W	1	191	1716	0.000582751	0.111305	singletons	Singletons_in_ComplementCluster
YKL089W	2	257	1650	0.00121212	0.155758	singletons	Singletons_in_ComplementCluster
YKL090W	2	82	1332	0.0015015	0.0615616	singletons	Singletons_in_ComplementCluster
YKL091C	2	213	933	0.00214362	0.228296	WGD	WGD_in_WGDCluster
YKL092C	2	308	3315	0.000603318	0.092911	singletons	Singletons_in_WGDCluster
YKL093W	1	219	1020	0.000980392	0.214706	WGD	WGD_in_WGDCluster
YKL094W	1	252	942	0.00106157	0.267516	singletons	Singletons_in_ComplementCluster
YKL095W	1	266	837	0.00119474	0.317802	singletons	Singletons_in_ComplementCluster
YKL096W	1	17	720	0.00138889	0.0236111	singletons	Singletons_in_ComplementCluster
YKL096W-A	1	17	279	0.00358423	0.0609319	singletons	Singletons_in_ComplementCluster
YKL099C	1	240	753	0.00132802	0.318725	singletons	Singletons_in_ComplementCluster
YKL100C	1	365	1764	0.000566893	0.206916	singletons	Singletons_in_ComplementCluster
YKL101W	1	237	4557	0.000219443	0.0520079	singletons	Singletons_in_ComplementCluster
