chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrXII	578363	579026	YLR221C	RSA3	-	singletons	Singletons_in_SSDCluster
chrXII	579319	581773	YLR222C	UTP13	-	SSD	SSD_in_SSDCluster
chrXII	582007	582238	YLR222C-A	YLR222C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	582234	585492	YLR223C	IFH1	-	WGD	WGD_in_SSDCluster
chrXII	586465	587575	YLR224W	UCC1	+	singletons	Singletons_in_WGDCluster
chrXII	587696	588920	YLR225C	YLR225C	-	WGD	WGD_in_WGDCluster
chrXII	589355	590543	YLR226W	BUR2	+	singletons	Singletons_in_ComplementCluster
chrXII	590563	592045	YLR227C	ADY4	-	singletons	Singletons_in_ComplementCluster
chrXII	593439	594762	YLR227W-A	YLR227W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	593439	598708	YLR227W-B	YLR227W-B	+	singletons	Singletons_in_ComplementCluster
chrXII	600020	602465	YLR228C	ECM22	-	WGD	WGD_in_WGDCluster
chrXII	604213	604789	YLR229C	CDC42	-	singletons	Singletons_in_WGDCluster
chrXII	604575	604881	YLR230W	YLR230W	+	singletons	Singletons_in_WGDCluster
chrXII	605759	607121	YLR231C	BNA5	-	singletons	Singletons_in_WGDCluster
chrXII	606831	607179	YLR232W	YLR232W	+	singletons	Singletons_in_WGDCluster
chrXII	607426	609526	YLR233C	EST1	-	WGD	WGD_in_WGDCluster
chrXII	609784	611755	YLR234W	TOP3	+	singletons	Singletons_in_WGDCluster
chrXII	611533	611932	YLR235C	YLR235C	-	singletons	Singletons_in_ComplementCluster
chrXII	611795	612119	YLR236C	YLR236C	-	singletons	Singletons_in_ComplementCluster
chrXII	612368	614165	YLR237W	THI7	+	SSD	SSD_in_WGDCluster
chrXII	614756	616193	YLR238W	FAR10	+	WGD	WGD_in_WGDCluster
chrXII	616333	617320	YLR239C	LIP2	-	singletons	Singletons_in_ComplementCluster
chrXII	617534	620162	YLR240W	VPS34	+	singletons	Singletons_in_ComplementCluster
chrXII	620474	622823	YLR241W	CSC1	+	singletons	Singletons_in_ComplementCluster
chrXII	622919	623885	YLR242C	ARV1	-	singletons	Singletons_in_ComplementCluster
chrXII	624204	625023	YLR243W	GPN3	+	SSD	SSD_in_SSDCluster
chrXII	625169	626333	YLR244C	MAP1	-	singletons	Singletons_in_SSDCluster
chrXII	626503	626932	YLR245C	CDD1	-	singletons	Singletons_in_SSDCluster
chrXII	627119	628199	YLR246W	ERF2	+	SSD	SSD_in_SSDCluster
chrXII	628685	633356	YLR247C	IRC20	-	singletons	Singletons_in_ComplementCluster
chrXII	634253	636086	YLR248W	RCK2	+	WGD	WGD_in_WGDCluster
chrXII	636781	639916	YLR249W	YEF3	+	WGD	WGD_in_WGDCluster
chrXII	640318	641023	YLR250W	SSP120	+	singletons	Singletons_in_ComplementCluster
chrXII	641465	642059	YLR251W	SYM1	+	SSD	SSD_in_SSDCluster
chrXII	641958	642264	YLR252W	YLR252W	+	singletons	Singletons_in_ComplementCluster
chrXII	642628	644338	YLR253W	MCP2	+	SSD	SSD_in_SSDCluster
chrXII	644405	644975	YLR254C	NDL1	-	singletons	Singletons_in_ComplementCluster
chrXII	645601	645955	YLR255C	YLR255C	-	singletons	Singletons_in_ComplementCluster
chrXII	646416	650925	YLR256W	HAP1	+	singletons	Singletons_in_ComplementCluster
chrXII	651118	652441	YLR256W-A	YLR256W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	658827	659793	YLR257W	YLR257W	+	singletons	Singletons_in_ComplementCluster
chrXII	660717	662835	YLR258W	GSY2	+	WGD	WGD_in_WGDCluster
chrXII	663285	665004	YLR259C	HSP60	-	singletons	Singletons_in_WGDCluster
chrXII	665845	667909	YLR260W	LCB5	+	WGD	WGD_in_WGDCluster
chrXII	668238	668565	YLR261C	VPS63	-	singletons	Singletons_in_ComplementCluster
chrXII	668245	668893	YLR262C	YPT6	-	singletons	Singletons_in_WGDCluster
chrXII	669469	669664	YLR262C-A	TMA7	-	singletons	Singletons_in_WGDCluster
chrXII	670341	672825	YLR263W	RED1	+	singletons	Singletons_in_WGDCluster
chrXII	673132	673336	YLR264W	RPS28B	+	WGD	WGD_in_WGDCluster
chrXII	673829	673946	YLR264C-A	YLR264C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	674428	675457	YLR265C	NEJ1	-	singletons	Singletons_in_WGDCluster
chrXII	675620	677726	YLR266C	PDR8	-	WGD	WGD_in_WGDCluster
chrXII	678213	679926	YLR267W	BOP2	+	singletons	Singletons_in_WGDCluster
chrXII	680201	680846	YLR268W	SEC22	+	SSD	SSD_in_WGDCluster
chrXII	680867	681218	YLR269C	YLR269C	-	singletons	Singletons_in_ComplementCluster
chrXII	681187	682240	YLR270W	DCS1	+	WGD	WGD_in_WGDCluster
chrXII	682738	683563	YLR271W	CMG1	+	singletons	Singletons_in_WGDCluster
chrXII	683673	687204	YLR272C	YCS4	-	singletons	Singletons_in_WGDCluster
chrXII	689084	691031	YLR273C	PIG1	-	WGD	WGD_in_WGDCluster
chrXII	691556	693884	YLR274W	MCM5	+	singletons	Singletons_in_WGDCluster
chrXII	694379	694802	YLR275W	SMD2	+	singletons	Singletons_in_WGDCluster
chrXII	695047	696832	YLR276C	DBP9	-	singletons	Singletons_in_WGDCluster
chrXII	697157	699497	YLR277C	YSH1	-	WGD	WGD_in_WGDCluster
chrXII	700000	704026	YLR278C	YLR278C	-	singletons	Singletons_in_WGDCluster
chrXII	704310	704700	YLR279W	YLR279W	+	singletons	Singletons_in_ComplementCluster
chrXII	704484	704835	YLR280C	YLR280C	-	singletons	Singletons_in_WGDCluster
chrXII	704494	704962	YLR281C	YLR281C	-	singletons	Singletons_in_WGDCluster
chrXII	705072	705414	YLR282C	YLR282C	-	singletons	Singletons_in_WGDCluster
chrXII	705187	706132	YLR283W	YLR283W	+	singletons	Singletons_in_WGDCluster
chrXII	706199	707042	YLR284C	ECI1	-	WGD	WGD_in_WGDCluster
chrXII	707361	708147	YLR285W	NNT1	+	singletons	Singletons_in_WGDCluster
chrXII	708169	708340	YLR285C-A	YLR285C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	708449	710138	YLR286C	CTS1	-	singletons	Singletons_in_WGDCluster
chrXII	708563	708698	YLR286W-A	YLR286W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	710992	712060	YLR287C	YLR287C	-	singletons	Singletons_in_WGDCluster
chrXII	712538	713160	YLR287C-A	RPS30A	-	singletons	Singletons_in_ComplementCluster
chrXII	713481	714906	YLR288C	MEC3	-	singletons	Singletons_in_WGDCluster
chrXII	715090	717028	YLR289W	GUF1	+	singletons	Singletons_in_WGDCluster
chrXII	717146	717980	YLR290C	COQ11	-	singletons	Singletons_in_WGDCluster
chrXII	718318	719464	YLR291C	GCD7	-	SSD	SSD_in_WGDCluster
chrXII	719790	720372	YLR292C	SEC72	-	singletons	Singletons_in_WGDCluster
chrXII	720772	721432	YLR293C	GSP1	-	WGD	WGD_in_WGDCluster
chrXII	721702	722032	YLR294C	YLR294C	-	singletons	Singletons_in_WGDCluster
chrXII	722000	722375	YLR295C	ATP14	-	singletons	Singletons_in_WGDCluster
chrXII	722979	723306	YLR296W	YLR296W	+	singletons	Singletons_in_ComplementCluster
chrXII	724045	724435	YLR297W	YLR297W	+	singletons	Singletons_in_WGDCluster
chrXII	724722	725418	YLR298C	YHC1	-	singletons	Singletons_in_WGDCluster
chrXII	726070	728053	YLR299W	ECM38	+	singletons	Singletons_in_WGDCluster
chrXII	727912	728005	YLR299C-A	YLR299C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	728956	730303	YLR300W	EXG1	+	WGD	WGD_in_WGDCluster
chrXII	730826	731561	YLR301W	HRI1	+	singletons	Singletons_in_ComplementCluster
chrXII	732192	732555	YLR302C	YLR302C	-	singletons	Singletons_in_ComplementCluster
chrXII	732543	733878	YLR303W	MET17	+	singletons	Singletons_in_ComplementCluster
chrXII	735213	737550	YLR304C	ACO1	-	SSD	SSD_in_SSDCluster
chrXII	738162	743865	YLR305C	STT4	-	SSD	SSD_in_SSDCluster
chrXII	744152	744853	YLR306W	UBC12	+	singletons	Singletons_in_ComplementCluster
chrXII	745621	746527	YLR307W	CDA1	+	SSD	SSD_in_SSDCluster
chrXII	746849	747113	YLR307C-A	YLR307C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	747938	748877	YLR308W	CDA2	+	SSD	SSD_in_SSDCluster
chrXII	749035	751771	YLR309C	IMH1	-	singletons	Singletons_in_ComplementCluster
chrXII	752225	756995	YLR310C	CDC25	-	singletons	Singletons_in_ComplementCluster
chrXII	757266	757614	YLR311C	YLR311C	-	singletons	Singletons_in_ComplementCluster
chrXII	757638	758835	YLR312C	YLR312C	-	singletons	Singletons_in_ComplementCluster
chrXII	759481	760243	YLR312W-A	MRPL15	+	singletons	Singletons_in_ComplementCluster
chrXII	760356	762342	YLR313C	YLR313C	-	WGD	WGD_in_WGDCluster
chrXII	762574	764137	YLR314C	CDC3	-	singletons	Singletons_in_ComplementCluster
chrXII	764807	765269	YLR315W	NKP2	+	singletons	Singletons_in_ComplementCluster
chrXII	765265	766358	YLR316C	TAD3	-	singletons	Singletons_in_ComplementCluster
chrXII	765654	766089	YLR317W	YLR317W	+	singletons	Singletons_in_ComplementCluster
chrXII	766541	769196	YLR318W	EST2	+	singletons	Singletons_in_ComplementCluster
chrXII	769317	771684	YLR319C	BUD6	-	singletons	Singletons_in_ComplementCluster
chrXII	771939	776304	YLR320W	MMS22	+	singletons	Singletons_in_ComplementCluster
chrXII	776583	777864	YLR321C	SFH1	-	SSD	SSD_in_SSDCluster
chrXII	777627	777942	YLR322W	VPS65	+	singletons	Singletons_in_ComplementCluster
chrXII	778172	778952	YLR323C	CWC24	-	singletons	Singletons_in_ComplementCluster
chrXII	779214	780786	YLR324W	PEX30	+	WGD	WGD_in_WGDCluster
chrXII	781142	781379	YLR325C	RPL38	-	singletons	Singletons_in_WGDCluster
chrXII	782173	782896	YLR326W	YLR326W	+	singletons	Singletons_in_WGDCluster
chrXII	783126	783387	YLR327C	TMA10	-	WGD	WGD_in_WGDCluster
chrXII	784912	786118	YLR328W	NMA1	+	WGD	WGD_in_WGDCluster
chrXII	786441	787333	YLR329W	REC102	+	singletons	Singletons_in_ComplementCluster
chrXII	787663	789679	YLR330W	CHS5	+	singletons	Singletons_in_WGDCluster
chrXII	790668	791046	YLR331C	JIP3	-	singletons	Singletons_in_WGDCluster
chrXII	790675	791806	YLR332W	MID2	+	WGD	WGD_in_WGDCluster
chrXII	794485	794575	snR61		-	singletons	Singletons_in_ComplementCluster
chrXII	794696	794794	snR55		-	singletons	Singletons_in_ComplementCluster
chrXII	794936	795024	snR57		-	singletons	Singletons_in_ComplementCluster
chrXII	795572	795899	YLR333C	RPS25B	-	WGD	WGD_in_WGDCluster
chrXII	796697	797078	YLR334C	YLR334C	-	singletons	Singletons_in_ComplementCluster
chrXII	797429	799592	YLR335W	NUP2	+	singletons	Singletons_in_ComplementCluster
chrXII	799696	802396	YLR336C	SGD1	-	singletons	Singletons_in_ComplementCluster
chrXII	802652	805106	YLR337C	VRP1	-	singletons	Singletons_in_ComplementCluster
chrXII	804345	805203	YLR338W	OPI9	+	singletons	Singletons_in_ComplementCluster
chrXII	805783	806335	YLR339C	YLR339C	-	singletons	Singletons_in_ComplementCluster
chrXII	805886	806825	YLR340W	RPP0	+	SSD	SSD_in_SSDCluster
chrXII	807384	808818	YLR341W	SPO77	+	singletons	Singletons_in_SSDCluster
chrXII	809996	815627	YLR342W	FKS1	+	WGD	WGD_in_SSDCluster
chrXII	815809	815983	YLR342W-A	YLR342W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	816093	817761	YLR343W	GAS2	+	SSD	SSD_in_WGDCluster
chrXII	819311	820142	YLR344W	RPL26A	+	WGD	WGD_in_SSDCluster
chrXII	820510	822040	YLR345W	YLR345W	+	singletons	Singletons_in_WGDCluster
chrXII	822286	822592	YLR346C	CIS1	-	WGD	WGD_in_SSDCluster
chrXII	823826	826412	YLR347C	KAP95	-	SSD	SSD_in_WGDCluster
chrXII	824787	824928	YLR347W-A	YLR347W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	826975	827872	YLR348C	DIC1	-	SSD	SSD_in_WGDCluster
chrXII	827519	828026	YLR349W	YLR349W	+	singletons	Singletons_in_ComplementCluster
chrXII	828728	829379	YLR350W	ORM2	+	WGD	WGD_in_SSDCluster
chrXII	829487	830363	YLR351C	NIT3	-	SSD	SSD_in_WGDCluster
chrXII	831114	833538	YLR352W	YLR352W	+	singletons	Singletons_in_WGDCluster
chrXII	834350	836162	YLR353W	BUD8	+	WGD	WGD_in_WGDCluster
chrXII	836348	837356	YLR354C	TAL1	-	WGD	WGD_in_WGDCluster
chrXII	838064	839252	YLR355C	ILV5	-	singletons	Singletons_in_WGDCluster
chrXII	840319	840913	YLR356W	ATG33	+	WGD	WGD_in_WGDCluster
chrXII	841329	843999	YLR357W	RSC2	+	WGD	WGD_in_WGDCluster
chrXII	843485	844049	YLR358C	YLR358C	-	singletons	Singletons_in_ComplementCluster
chrXII	844280	845729	YLR359W	ADE13	+	singletons	Singletons_in_ComplementCluster
chrXII	846101	847421	YLR360W	VPS38	+	singletons	Singletons_in_ComplementCluster
chrXII	847386	849123	YLR361C	DCR2	-	SSD	SSD_in_SSDCluster
chrXII	849381	849678	YLR361C-A	YLR361C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	849864	852018	YLR362W	STE11	+	SSD	SSD_in_SSDCluster
chrXII	852493	853150	YLR363C	NMD4	-	singletons	Singletons_in_SSDCluster
chrXII	853459	853717	YLR363W-A	YLR363W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	854060	854390	YLR364W	GRX8	+	singletons	Singletons_in_SSDCluster
chrXII	855197	855530	YLR365W	YLR365W	+	singletons	Singletons_in_SSDCluster
chrXII	855521	855644	YLR364C-A	YLR364C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	855536	855842	YLR366W	YLR366W	+	singletons	Singletons_in_ComplementCluster
chrXII	856440	857316	YLR367W	RPS22B	+	SSD	SSD_in_SSDCluster
chrXII	856708	856919	snR44		+	singletons	Singletons_in_ComplementCluster
chrXII	857538	859335	YLR368W	MDM30	+	singletons	Singletons_in_ComplementCluster
chrXII	859550	861524	YLR369W	SSQ1	+	singletons	Singletons_in_ComplementCluster
chrXII	861716	862253	YLR370C	ARC18	-	singletons	Singletons_in_ComplementCluster
chrXII	862712	866783	YLR371W	ROM2	+	WGD	WGD_in_WGDCluster
chrXII	867352	868390	YLR372W	YLR372W	+	singletons	Singletons_in_WGDCluster
chrXII	868660	871366	YLR373C	VID22	-	WGD	WGD_in_WGDCluster
chrXII	871451	871841	YLR374C	YLR374C	-	singletons	Singletons_in_WGDCluster
chrXII	871695	872727	YLR375W	STP3	+	WGD	WGD_in_WGDCluster
chrXII	872824	873553	YLR376C	PSY3	-	singletons	Singletons_in_ComplementCluster
chrXII	873744	874791	YLR377C	FBP1	-	singletons	Singletons_in_ComplementCluster
chrXII	875734	877177	YLR378C	SEC61	-	SSD	SSD_in_SSDCluster
chrXII	876920	877295	YLR379W	YLR379W	+	singletons	Singletons_in_ComplementCluster
chrXII	878281	879508	YLR380W	CSR1	+	singletons	Singletons_in_SSDCluster
chrXII	879722	881924	YLR381W	CTF3	+	singletons	Singletons_in_SSDCluster
chrXII	882066	884751	YLR382C	NAM2	-	singletons	Singletons_in_SSDCluster
chrXII	885287	888632	YLR383W	SMC6	+	SSD	SSD_in_SSDCluster
chrXII	888850	892900	YLR384C	IKI3	-	singletons	Singletons_in_SSDCluster
chrXII	892991	893390	YLR385C	SWC7	-	singletons	Singletons_in_SSDCluster
chrXII	893627	896270	YLR386W	VAC14	+	singletons	Singletons_in_SSDCluster
chrXII	896373	897672	YLR387C	REH1	-	SSD	SSD_in_SSDCluster
chrXII	898650	898821	YLR388W	RPS29A	+	WGD	WGD_in_SSDCluster
chrXII	899179	899382	snR34		+	singletons	Singletons_in_ComplementCluster
chrXII	899576	902660	YLR389C	STE23	-	SSD	SSD_in_SSDCluster
chrXII	903065	903404	YLR390W	ECM19	+	singletons	Singletons_in_SSDCluster
chrXII	903723	904440	YLR390W-A	CCW14	+	singletons	Singletons_in_SSDCluster
chrXII	904748	906305	YLR392C	ART10	-	singletons	Singletons_in_SSDCluster
chrXII	907078	907918	YLR393W	ATP10	+	singletons	Singletons_in_SSDCluster
chrXII	907949	909398	YLR394W	CST9	+	singletons	Singletons_in_SSDCluster
chrXII	909728	909965	YLR395C	COX8	-	singletons	Singletons_in_SSDCluster
chrXII	910234	912310	YLR396C	VPS33	-	singletons	Singletons_in_SSDCluster
chrXII	912549	914892	YLR397C	AFG2	-	SSD	SSD_in_SSDCluster
chrXII	915155	919019	YLR398C	SKI2	-	SSD	SSD_in_SSDCluster
chrXII	919535	921596	YLR399C	BDF1	-	WGD	WGD_in_WGDCluster
chrXII	920868	920973	YLR399W-A	YLR399W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	922062	922536	YLR400W	YLR400W	+	singletons	Singletons_in_ComplementCluster
chrXII	922441	924448	YLR401C	DUS3	-	singletons	Singletons_in_WGDCluster
chrXII	924563	925079	YLR402W	YLR402W	+	singletons	Singletons_in_ComplementCluster
chrXII	925566	927618	YLR403W	SFP1	+	singletons	Singletons_in_WGDCluster
chrXII	928741	929599	YLR404W	YLR404W	+	singletons	Singletons_in_WGDCluster
chrXII	929787	930891	YLR405W	DUS4	+	SSD	SSD_in_WGDCluster
chrXII	931063	931754	YLR406C	RPL31B	-	singletons	Singletons_in_ComplementCluster
chrXII	932204	932354	YLR406C-A	YLR406C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	932965	933655	YLR407W	YLR407W	+	singletons	Singletons_in_ComplementCluster
chrXII	933882	934251	YLR408C	BLS1	-	singletons	Singletons_in_ComplementCluster
chrXII	934411	937231	YLR409C	UTP21	-	singletons	Singletons_in_ComplementCluster
chrXII	937538	940979	YLR410W	VIP1	+	singletons	Singletons_in_ComplementCluster
chrXII	941480	946794	YLR410W-B	YLR410W-B	+	singletons	Singletons_in_ComplementCluster
chrXII	941480	942797	YLR410W-A	YLR410W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	947250	947976	YLR411W	CTR3	+	singletons	Singletons_in_ComplementCluster
chrXII	948365	949190	YLR412W	BER1	+	singletons	Singletons_in_ComplementCluster
chrXII	950263	950470	YLR412C-A	YLR412C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	951152	953180	YLR413W	INA1	+	WGD	WGD_in_WGDCluster
chrXII	953349	954141	YLR414C	PUN1	-	singletons	Singletons_in_ComplementCluster
chrXII	954255	954594	YLR415C	YLR415C	-	singletons	Singletons_in_ComplementCluster
chrXII	954487	954886	YLR416C	YLR416C	-	singletons	Singletons_in_ComplementCluster
chrXII	955006	956707	YLR417W	VPS36	+	singletons	Singletons_in_ComplementCluster
chrXII	956910	958092	YLR418C	CDC73	-	singletons	Singletons_in_ComplementCluster
chrXII	958424	962732	YLR419W	YLR419W	+	singletons	Singletons_in_ComplementCluster
chrXII	963781	964876	YLR420W	URA4	+	singletons	Singletons_in_ComplementCluster
chrXII	965086	965557	YLR421C	RPN13	-	singletons	Singletons_in_ComplementCluster
chrXII	965893	971692	YLR422W	DCK1	+	singletons	Singletons_in_ComplementCluster
chrXII	971913	973167	YLR423C	ATG17	-	singletons	Singletons_in_ComplementCluster
chrXII	973391	975518	YLR424W	SPP382	+	singletons	Singletons_in_ComplementCluster
chrXII	982890	986814	YLR425W	TUS1	+	singletons	Singletons_in_ComplementCluster
chrXII	987058	988110	YLR426W	TDA5	+	singletons	Singletons_in_ComplementCluster
chrXII	988424	990437	YLR427W	MAG2	+	singletons	Singletons_in_ComplementCluster
chrXII	990613	990958	YLR428C	YLR428C	-	singletons	Singletons_in_ComplementCluster
chrXII	990773	992729	YLR429W	CRN1	+	singletons	Singletons_in_ComplementCluster
chrXII	997895	1000626	YLR430W	SEN1	+	singletons	Singletons_in_ComplementCluster
chrXII	999838	1000792	YLR431C	ATG23	-	singletons	Singletons_in_ComplementCluster
chrXII	1002553	1004125	YLR432W	IMD3	+	WGD	WGD_in_SSDCluster
chrXII	1004343	1006005	YLR433C	CNA1	-	WGD	WGD_in_SSDCluster
chrXII	1006021	1006405	YLR434C	YLR434C	-	singletons	Singletons_in_ComplementCluster
chrXII	1006374	1006992	YLR435W	TSR2	+	singletons	Singletons_in_WGDCluster
chrXII	1007417	1011242	YLR436C	ECM30	-	singletons	Singletons_in_WGDCluster
chrXII	1011618	1012020	YLR437C	DIF1	-	WGD	WGD_in_SSDCluster
chrXII	1012455	1012683	YLR437C-A	YLR437C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	1012497	1013772	YLR438W	CAR2	+	SSD	SSD_in_WGDCluster
chrXII	1013905	1014175	YLR438C-A	LSM3	-	singletons	Singletons_in_WGDCluster
chrXII	1014487	1015447	YLR439W	MRPL4	+	singletons	Singletons_in_WGDCluster
chrXII	1015564	1017694	YLR440C	SEC39	-	singletons	Singletons_in_WGDCluster
chrXII	1018137	1018905	YLR441C	RPS1A	-	WGD	WGD_in_WGDCluster
chrXII	1019311	1022248	YLR442C	SIR3	-	WGD	WGD_in_WGDCluster
chrXII	1022621	1023968	YLR443W	ECM7	+	singletons	Singletons_in_WGDCluster
chrXII	1023682	1023985	YLR444C	YLR444C	-	singletons	Singletons_in_WGDCluster
chrXII	1024185	1024834	YLR445W	GMC2	+	singletons	Singletons_in_WGDCluster
chrXII	1025210	1026512	YLR446W	YLR446W	+	singletons	Singletons_in_WGDCluster
chrXII	1026852	1027890	YLR447C	VMA6	-	singletons	Singletons_in_WGDCluster
chrXII	1028849	1029764	YLR448W	RPL6B	+	WGD	WGD_in_WGDCluster
chrXII	1030829	1032008	YLR449W	FPR4	+	WGD	WGD_in_WGDCluster
chrXII	1032623	1035761	YLR450W	HMG2	+	WGD	WGD_in_WGDCluster
chrXII	1036089	1038750	YLR451W	LEU3	+	SSD	SSD_in_WGDCluster
chrXII	1039267	1041364	YLR452C	SST2	-	singletons	Singletons_in_WGDCluster
chrXII	1041796	1042984	YLR453C	RIF2	-	WGD	WGD_in_SSDCluster
chrXII	1043995	1051882	YLR454W	FMP27	+	SSD	SSD_in_SSDCluster
chrXII	1053626	1054541	YLR455W	PDP3	+	singletons	Singletons_in_SSDCluster
chrXII	1055067	1055682	YLR456W	YLR456W	+	WGD	WGD_in_SSDCluster
chrXII	1055809	1056769	YLR457C	NBP1	-	WGD	WGD_in_SSDCluster
chrXII	1056452	1056833	YLR458W	YLR458W	+	singletons	Singletons_in_WGDCluster
chrXII	1057331	1058516	YLR459W	GAB1	+	singletons	Singletons_in_SSDCluster
chrXII	1059754	1060885	YLR460C	YLR460C	-	SSD	SSD_in_SSDCluster
chrXII	1062916	1063279	YLR461W	PAU4	+	singletons	Singletons_in_SSDCluster
chrXII	1065953	1066562	YLR462W	YLR462W	+	singletons	Singletons_in_SSDCluster
chrXII	1066262	1066814	YLR463C	YLR463C	-	singletons	Singletons_in_SSDCluster
chrXII	1066569	1067499	YLR464W	YLR464W	+	SSD	SSD_in_SSDCluster
chrXII	1067042	1067351	YLR465C	BSC3	-	singletons	Singletons_in_SSDCluster
chrXII	1067084	1071233	YLR466W	YRF1-4	+	singletons	Singletons_in_SSDCluster
chrXII	1070384	1070867	YLR466C-A	YLR466C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	1071591	1071708	YLR466C-B	YLR466C-B	-	singletons	Singletons_in_ComplementCluster
chrXII	1072505	1077896	YLR467W	YRF1-5	+	SSD	SSD_in_SSDCluster
chrXII	1077047	1077530	YLR467C-A	YLR467C-A	-	singletons	Singletons_in_ComplementCluster
chrXIII	460	4684	YML133C	YML133C	-	SSD	SSD_in_SSDCluster
chrXIII	988	1309	YML133W-B	YML133W-B	+	singletons	Singletons_in_ComplementCluster
chrXIII	1609	2185	YML133W-A	YML133W-A	+	singletons	Singletons_in_ComplementCluster
chrXIII	7243	8383	YML132W	COS3	+	SSD	SSD_in_SSDCluster
chrXIII	9698	10564	YML131W	YML131W	+	singletons	Singletons_in_ComplementCluster
chrXIII	11483	13175	YML130C	ERO1	-	singletons	Singletons_in_ComplementCluster
chrXIII	14541	14754	YML129C	COX14	-	singletons	Singletons_in_ComplementCluster
chrXIII	15135	16677	YML128C	MSC1	-	singletons	Singletons_in_ComplementCluster
chrXIII	17064	18810	YML127W	RSC9	+	singletons	Singletons_in_ComplementCluster
chrXIII	19060	20536	YML126C	ERG13	-	singletons	Singletons_in_ComplementCluster
chrXIII	20761	21700	YML125C	PGA3	-	WGD	WGD_in_WGDCluster
chrXIII	22048	23684	YML124C	TUB3	-	singletons	Singletons_in_ComplementCluster
chrXIII	24037	25801	YML123C	PHO84	-	SSD	SSD_in_WGDCluster
chrXIII	26038	26419	YML122C	YML122C	-	singletons	Singletons_in_WGDCluster
chrXIII	26929	27862	YML121W	GTR1	+	SSD	SSD_in_WGDCluster
chrXIII	28265	29807	YML120C	NDI1	-	singletons	Singletons_in_WGDCluster
chrXIII	30610	31684	YML119W	YML119W	+	singletons	Singletons_in_WGDCluster
chrXIII	32333	33851	YML118W	NGL3	+	WGD	WGD_in_SSDCluster
