NoPair	geneNameA	chromA	startA	endA	strandA	distTelomerA	distCentromereA	distanceARSA	Nucleosome_Neigh_geneA	geneNameB	chromB	startB	endB	strandB	distTelomerB	distCentromereB	distanceARSB	Chrom_Dist	Type	nucCor_prom	nucCor_SEQ	Jaccard_tf	dist	nameA	nameB	Distance_a_b_corrected	ACS	Ranking	Nucleosome_Neigh_geneB	PairRank	PairACS	NumA	NeighbA_ACS	NeighbA_Rank	NumB	NeighbB_ACS	NeighbB_Rank
578	YJL181W	chrX	85657	87493	+	0.114862	0.795142	17709	0.28737999923205	YJR030C	chrX	483950	486188	-	0.348047	0.150904	24063	SAME	WGD	0.072739297	0.03456197	0	396457	YJL181W	YJR030C	0.0028037849	0.9	191	-0.0205257820710776	191	0.9	110	1.26181818181818	2075.82727272727	42	1.2952380952381	2063.59523809524
345	YJL183W	chrX	84065	85334	+	0.112727	0.800078	16117	0.161362110431112	YDR245W	chrIV	952796	953978	+	0.377266	0.464321	30861	DIFF	SSD	NA	0.2544662	0.2631578947	NA	MNN11	MNN10	0.1168940871	2.7	14	-0.0702598185488289	14	2.7	110	1.21090909090909	2120.54545454545	90	1.11555555555556	2294.64444444444
346	YJL186W	chrX	80152	81913	+	0.10748	0.807898	12204	0.198583739329404	YBR015C	chrII	267709	269503	-	0.329213	0.0494672	56636	DIFF	SSD	-0.343463	-0.1372667	0.2666666667	NA	MNN5	MNN2	0.074177365	2.2	13	0.0512713603054061	13	2.2	110	1.42727272727273	1940.14545454545	72	1.08055555555556	2590.51388888889
347	YJL206C	chrX	47658	49935	-	0.0639069	0.881004	17533	0.0310614449862742	YIL130W	chrIX	102781	105676	+	0.233654	0.697849	146	DIFF	SSD	0.122807	0.1372549	0.0666666667	NA	YJL206C	ASG1	NA	0.6	4727	0.0341536869066237	4727	0.6	110	1.09636363636364	2340.70909090909	90	1.49333333333333	1442.41111111111
348	YJL212C	chrX	33849	36249	-	0.0453898	0.912291	9692	-0.0682450726228008	YPR194C	chrXVI	924299	926933	-	0.0222865	0.939226	6046	DIFF	SSD	-0.1111111	-0.09645148	0.16	NA	OPT1	OPT2	NA	1.6	283	-0.0280353009947868	283	1.6	110	0.972727272727273	2587.93636363636	110	1.01818181818182	2583.25454545455
350	YJL222W	chrX	11474	16124	+	0.015386	0.958299	0	0.0890414425068769	YIL173W	chrIX	11491	16141	+	0.0261227	0.948826	0	DIFF	SSD	0.8960499	0.8917338	0	NA	VTH2	VTH1	NA	4.5	1	0.146700776194097	1	4.5	56	1.18571428571429	1582.48214285714	20	0.78	2536.65
354	YJR032W	chrX	491072	492254	+	0.339913	0.174003	31185	-0.0301404427622407	YLR216C	chrXII	572097	573213	-	0.468349	0.453615	29728	DIFF	SSD	-0.06234797	-0.1095566	0.4375	NA	CPR7	CPR6	0.5044503111	1.1	3304	0.186862454105961	3304	1.1	56	1.22142857142857	2232.42857142857	110	1.09454545454545	2709.56363636364
986	YJR039W	chrX	503927	507293	+	0.319746	0.215698	33246	-0.00418109914695512	YEL025C	chrV	102580	106147	-	0.177822	0.292879	8363	DIFF	WGD	-0.061313934	0.1257922	0.2	NA	YJR039W	YEL025C	NA	0.8	2148	-0.112045450251996	2148	0.8	110	1.08	2587.53636363636	87	1.07931034482759	2487.31034482759
987	YJR054W	chrX	536047	537541	+	0.279185	0.319876	2998	-0.0377382160084601	YML047C	chrXIII	180016	181075	-	0.194732	0.319366	2719	DIFF	WGD	-0.207514339	-0.1749434	0.1904761905	NA	KCH1	PRM6	0.1664642296	0.6	4075	0.049874557967249	4075	0.6	110	1.33454545454545	1819.97272727273	72	1.15	2388.625
355	YJR058C	chrX	544723	545167	-	0.268959	0.348016	3951	0.00754316653534264	YLR170C	chrXII	500580	501051	-	0.464285	0.376402	11818	DIFF	SSD	0.08070002	0.01608346	0.1666666667	NA	APS2	APS1	0.4299070341	1.6	469	0.0906781883346584	469	1.6	110	1.10545454545455	2472.72727272727	110	1.17272727272727	2329.62727272727
988	YJR059W	chrX	545778	548235	+	0.264845	0.351438	5006	0.051179676445618	YKL198C	chrXI	68273	70223	-	0.102442	0.836057	12356	DIFF	WGD	-0.134491097	-0.1520363	0.2142857143	NA	PTK2	PTK1	0.4706333501	1.5	1364	-0.0065670905074268	1364	1.5	110	1.15090909090909	2438.72727272727	110	1.34545454545455	1883.11818181818
989	YJR061W	chrX	550502	553310	+	0.25804	0.36676	9730	0.00326775729727264	YKL201C	chrXI	63930	67467	-	0.0959256	0.842303	8013	DIFF	WGD	-0.102534366	-0.1289205	0.2631578947	NA	YJR061W	MNN4	0.2612915836	0.9	630	0.0968478884218902	630	0.9	110	1.21272727272727	2371.34545454545	110	1.29818181818182	1933.93636363636
990	YJR066W	chrX	559407	566820	+	0.239924	0.395643	18635	0.0717052744809228	YKL203C	chrXI	55935	63360	-	0.0839293	0.851611	18	DIFF	WGD	NA	-0.153434	0.2142857143	NA	TOR1	TOR2	0.1977107442	2	11	-0.0660655467077581	11	2	110	1.38545454545455	2282.84545454545	110	1.18909090909091	2222.22727272727
356	YJR075W	chrX	573972	575163	+	0.228736	0.442883	33200	0.0465372163821662	YGL038C	chrVII	425367	426810	-	0.389906	0.138767	4024	DIFF	SSD	-0.197583	0.08016557	0.2272727273	NA	HOC1	OCH1	0.3972408461	1.4	1972	-0.0391445018990281	1972	1.4	110	1.38545454545455	1944.43636363636	72	0.883333333333333	2900.66666666667
357	YJR076C	chrX	575345	576593	-	0.226819	0.447336	34573	0.00571309532935199	YDL225W	chrIV	52445	54101	+	0.0342348	0.875316	6174	DIFF	SSD	0.3412098	0.1746456	0.2	NA	CDC11	SHS1	NA	1.9	75	0.220094592840983	75	1.9	110	1.34	1912.40909090909	102	1.18921568627451	2312.72549019608
991	YJR091C	chrX	595052	598328	-	0.197673	0.511255	14511	0.0627383006316978	YPR042C	chrXVI	650431	653659	-	0.310531	0.238777	16313	DIFF	WGD	0.336122782	0.2676517	0.3333333333	NA	JSN1	PUF2	0.2454877855	2	177	-0.097416671619084	177	2	110	1.21272727272727	2223.57272727273	109	1.24954128440367	2130.93577981651
992	YJR094W-A	chrX	608296	608850	+	0.183564	0.554211	3989	0.057307903210458	YPR043W	chrXVI	654162	654844	+	0.309281	0.248319	20044	DIFF	WGD	-0.323902593	-0.09601369	0.2692307692	NA	RPL43B	RPL43A	NA	3.8	44	0.0589976661492315	44	3.8	110	1.18909090909091	2146.81818181818	109	1.23394495412844	2251.33027522936
358	YJR106W	chrX	624825	627003	+	0.159221	0.607821	11555	0.0622309529389729	YDL206W	chrIV	90176	92465	+	0.0588647	0.790218	4000	DIFF	SSD	-0.1931195	-0.1148387	0.0625	NA	ECM27	YDL206W	NA	0.7	5078	0.0438881270674936	5078	0.7	110	1.22181818181818	2241.60909090909	110	1.20909090909091	2326.19090909091
51	YJR109C	chrX	629574	632931	-	0.151272	0.623224	16304	-0.140222779165628	YJL130C	chrX	165718	172363	-	0.222219	0.60112	51889	SAME	SSD	-0.007908537	-0.078199	0.275862069	457211	CPA2	URA2	0.0469239162	1.9	154	-0.102666374360197	154	1.9	90	1.14888888888889	2419.92222222222	56	1.15	2453.14285714286
359	YJR116W	chrX	640814	641654	+	0.139575	0.65968	12712	-0.032551714902714	YPR114W	chrXVI	753298	754246	+	0.204434	0.501871	3956	DIFF	SSD	-0.1497554	-0.06032112	0.2608695652	NA	TDA4	YPR114W	0.0676654571	1.1	123	0.020317301141979	123	1.1	90	1.02888888888889	2599.12222222222	110	1.09818181818182	2650.2
993	YJR127C	chrX	658906	663049	-	0.110886	0.71836	4302	-0.00214445199116499	YML081W	chrXIII	104776	108532	+	0.113341	0.588893	10314	DIFF	WGD	0.040374581	-0.02893221	0.0555555556	NA	RSF2	TDA9	0.1546203457	1	4001	0.026212561854465	4001	1	90	1.11333333333333	2564.78888888889	110	0.907272727272727	3185.79090909091
994	YJR130C	chrX	665207	667127	-	0.105417	0.738797	10603	0.0481832722393441	YML082W	chrXIII	101861	103811	+	0.110188	0.606434	7399	DIFF	WGD	-0.21821789	-0.2165869	0.1111111111	NA	STR2	YML082W	0.0067345396	0.4	6050	0.117265605719135	6050	0.4	90	1.24888888888889	1935.22222222222	110	0.861818181818182	3160.27272727273
360	YJR132W	chrX	669511	672658	+	0.0980005	0.752757	10967	0.099052179184863	YDR395W	chrIV	1263316	1266151	+	0.173487	0.751547	10067	DIFF	SSD	-0.1336306	-0.1147079	0.2	NA	NMD5	SXM1	NA	2.8	22	-0.0646196908407735	22	2.8	89	1.23595505617978	1865.41573033708	110	1.37636363636364	2034.55454545455
995	YJR148W	chrX	705733	706864	+	0.052132	0.87024	5023	0.0349930948234831	YHR208W	chrVIII	517531	518713	+	0.0780779	0.901059	15536	DIFF	WGD	0.034079909	-0.03904344	0.125	NA	BAT2	BAT1	0.1247530445	1.6	642	0.0446459418819178	642	1.6	90	1.17111111111111	2366.53333333333	89	1.13483146067416	2450.26966292135
361	YJR152W	chrX	719655	721287	+	0.0327915	0.915395	7523	-0.0179032362824266	YLR004C	chrXII	157932	159504	-	0.146481	0.00646277	1050	DIFF	SSD	0.2375655	0.03520156	0.1379310345	NA	DAL5	THI73	NA	1.8	106	-0.0380571883734629	106	1.8	90	1.24	1418.55555555556	109	1.36880733944954	2168.29357798165
362	YJR160C	chrX	737997	739806	-	0.00795853	0.974886	732	0.0378574274319857	YDL247W	chrIV	5984	7814	+	0.00390621	0.977989	711	DIFF	SSD	0.5118975	0.1821786	0	NA	MPH3	MPH2	NA	2.8	1	-0.0558360733428458	1	2.8	0	NA	NA	0	NA	NA
363	YKL004W	chrXI	435222	436428	+	0.345149	0.00612357	11235	0.02688222381678	YDR072C	chrIV	589759	591343	-	0.384981	0.128517	22019	DIFF	SSD	0.07204382	0.04223711	0.3125	NA	AUR1	IPT1	0.7188461213	1.6	1228	-0.0784369932742767	1228	1.6	89	1.47191011235955	1557.68539325843	110	1.54363636363636	1357.20909090909
364	YKL022C	chrXI	394368	396891	-	0.404474	0.0957266	5462	-0.0217606637753177	YBR112C	chrII	462863	465764	-	0.42723	0.389543	20937	DIFF	SSD	-0.2921744	-0.1901173	0.125	NA	CDC16	CYC8	0.3763379575	1.5	947	0.0865709781347167	947	1.5	83	1.2578313253012	1989.46987951807	97	0.961855670103093	2861.79381443299
996	YKL032C	chrXI	379707	381501	-	0.427566	0.130605	7112	-0.00302772662663674	YMR072W	chrXIII	411567	412119	+	0.445212	0.217341	40347	DIFF	WGD	0.165858777	0.06768249	0.0869565217	NA	IXR1	ABF2	0.2440985269	1.3	1999	-0.039743957657805	1999	1.3	110	0.887272727272727	3139.16363636364	110	1.22	2125.11818181818
365	YKL038W	chrXI	365247	368760	+	0.446683	0.15948	19853	-0.0728658179066754	YBR033W	chrII	301943	304703	+	0.371312	0.109123	21436	DIFF	SSD	-0.1067652	-0.06032112	0.0588235294	NA	RGT1	EDS1	NA	1.6	900	0.0410125809839013	900	1.6	90	1.17555555555556	2311.26666666667	72	1.26111111111111	2167.04166666667
52	YKL041W	chrXI	359785	360460	+	0.459137	0.178291	28153	0.170913539055981	YKL002W	chrXI	437420	438187	+	0.34251	0.00213713	9476	SAME	SSD	0.4556896	0.2912828	0.2	76960	VPS24	DID4	0.0161918271	2.4	6	0.122820893580052	6	2.4	90	1.26	2048.53333333333	90	1.40888888888889	1724.71111111111
997	YKL043W	chrXI	356391	357492	+	0.463591	0.185017	26818	-0.108632572397793	YMR016C	chrXIII	303234	305592	-	0.328023	0.0520175	16168	DIFF	WGD	-0.075377836	-0.08882046	0.0714285714	NA	PHD1	SOK2	0.156745942	1.8	60	-0.0532342576577897	60	1.8	90	1.25111111111111	2115.76666666667	56	1.33214285714286	1743.23214285714
366	YKL046C	chrXI	350918	352268	-	0.471429	0.196856	21345	-0.0402365894797957	YMR238W	chrXIII	746351	747728	+	0.191146	0.728243	10495	DIFF	SSD	-1.109026e-20	0.06728281	0.0526315789	NA	DCW1	DFG5	0.3833584316	2.2	4	0.0277988277161147	4	2.2	110	1.10909090909091	2494.82727272727	90	1.67111111111111	1187
998	YKL050C	chrXI	342495	345264	-	0.481939	0.212729	12922	-0.0283703367947938	YMR031C	chrXIII	332210	334742	-	0.359368	0.0962367	36235	DIFF	WGD	-0.156173762	-0.1476854	0	NA	YKL050C	EIS1	0.2918995441	0.7	1694	0.0398627488299061	1694	0.7	110	1.05636363636364	2532.77272727273	90	1.17111111111111	2103.18888888889
999	YKL062W	chrXI	322871	324764	+	0.484461	0.259189	4562	-0.0147319705286515	YMR037C	chrXIII	344401	346516	-	0.372555	0.114841	24461	DIFF	WGD	0.069121112	0.004594315	0.2941176471	NA	MSN4	MSN2	NA	1.9	267	-0.0589344031623596	267	1.9	90	1.14444444444444	2245.12222222222	88	1.33522727272727	1781.04545454545
1000	YKL065C	chrXI	316080	316701	-	0.474271	0.277462	12625	-0.0109542153376434	YMR040W	chrXIII	350379	350862	+	0.379022	0.123964	20115	DIFF	WGD	0.1360828	0.2767827	0.08333333	NA	YET1	YET2	0.431813	2.6	183	0.0472165125955416	183	2.6	72	1.23611111111111	2208.33333333333	90	1.45	1404.07777777778
1001	YKL068W	chrXI	309842	312722	+	0.464911	0.28648	16604	0.0181981043324759	YMR047C	chrXIII	363362	366704	-	0.393066	0.143777	4273	DIFF	WGD	-0.1209944	-0.1102636	0.1875	NA	NUP100	NUP116	0.2286868	2	471	0.14121255039905	471	2	72	1.15833333333333	2554.875	36	1.33888888888889	1371.88888888889
1002	YKL072W	chrXI	299225	301526	+	0.448981	0.311853	27800	0.00851768949807217	YMR053C	chrXIII	380344	382897	-	0.411437	0.169692	9124	DIFF	WGD	0.1094487	0.1826617	0.3529412	NA	STB6	STB2	0.06529607	1.1	3407	0.312708168470845	3407	1.1	90	1.14666666666667	2047.1	72	1.07777777777778	2559.70833333333
367	YKL081W	chrXI	282534	284099	+	0.423936	0.351348	45227	0.258982493703508	YPL048W	chrXVI	464397	465645	+	0.489838	0.160325	7591	DIFF	SSD	0.2926104	0.08574929	0.2121212121	NA	TEF4	CAM1	0.1925714734	2.1	661	0.0771368698686889	661	2.1	90	1.22222222222222	2414.56666666667	110	1.42181818181818	1662.65454545455
368	YKL087C	chrXI	276832	277507	-	0.415381	0.366288	51819	-0.0534136844549524	YAL039C	chrI	68716	69526	-	0.298495	0.530469	732	DIFF	SSD	-0.1561738	-0.1111111	0.25	NA	CYT2	CYC3	0.1485074707	2.2	122	-0.0170502039702853	122	2.2	102	1.14607843137255	2475.28431372549	82	1.21341463414634	1862.42682926829
1003	YKL091C	chrXI	269361	270294	-	0.40417	0.382635	55975	0.114378664986598	YMR079W	chrXIII	424987	426058	+	0.459729	0.23782	42120	DIFF	WGD	0.4550833	0.3712286	0.04761905	NA	YKL091C	SEC14	0.4704381	0.5	5679	0.0955029087787436	5679	0.5	102	1.40392156862745	1517.73529411765	110	1.03454545454545	2745.99090909091
1004	YKL093W	chrXI	264432	265452	+	0.396775	0.393608	51046	-0.0612065218132601	YMR081C	chrXIII	430077	431094	-	0.465235	0.245588	37084	DIFF	WGD	0.7278402	0.3321131	0.16	NA	MBR1	ISF1	NA	2.9	47	-0.0242505223554156	47	2.9	82	1.34146341463415	1810.80487804878	110	0.976363636363636	2967.16363636364
369	YKL104C	chrXI	242863	245017	-	0.364411	0.43992	29477	-0.0384691881267331	YMR085W	chrXIII	437489	438788	+	0.473253	0.256899	29390	DIFF	SSD	-0.2809757	-0.1508565	0.0714285714	NA	GFA1	YMR084W	0.8302818239	0.8	5150	0.0160608520434946	5150	0.8	79	0.90253164556962	2687.59493670886	110	0.870909090909091	2685.50909090909
1005	YKL104C	chrXI	242863	245017	-	0.364411	0.43992	29477	-0.0384691881267331	YMR085W	chrXIII	437489	438788	+	0.473253	0.256899	29390	DIFF	SSD	-0.2809757	-0.1508565	0.07142857	NA	GFA1	YMR084W	0.8302818	0.8	5150	0.0160608520434946	5150	0.8	79	0.90253164556962	2687.59493670886	110	0.870909090909091	2685.50909090909
1006	YKL105C	chrXI	238828	242227	-	0.358356	0.446243	25442	-0.0511604993873418	YMR086W	chrXIII	439206	442089	+	0.475111	0.25952	26089	DIFF	WGD	-0.2516098	-0.01626016	0.24	NA	SEG2	SEG1	0.2070042	1.4	2	0.0447017538507776	2	1.4	98	0.921428571428571	2692.75510204082	110	0.890909090909091	2373.07272727273
370	YKL113C	chrXI	224370	225519	-	0.336662	0.484109	10984	0.0399275965578453	YGR258C	chrVII	1007676	1010772	-	0.0734912	0.859557	5150	DIFF	SSD	-0.09352195	0.1390604	0.2	NA	RAD27	RAD2	0.7249666253	1.2	2846	0.155120598918194	2846	1.2	110	1.11454545454545	2297.63636363636	110	1.38	1711.23636363636
1007	YKL121W	chrXI	213785	216344	+	0.32078	0.504902	399	0.0578210757112062	YMR102C	chrXIII	469846	472351	-	0.489035	0.306278	1379	DIFF	WGD	0.2767062	0.3195359	0.04166667	NA	DGR2	YMR102C	0.1904147	1	4012	-0.0966602463387851	4012	1	110	1.19363636363636	2380.44545454545	90	1.19777777777778	2066.33333333333
371	YKL124W	chrXI	210236	211976	+	0.315455	0.514801	1107	-0.0597688045944229	YMR171C	chrXIII	603866	605519	-	0.344981	0.510801	5755	DIFF	SSD	-0.1366798	-0.02028185	0.275862069	NA	SSH4	EAR1	NA	1.6	1189	-0.0372352999492858	1189	1.6	110	1.40818181818182	1985.59090909091	110	1.30363636363636	2183.39090909091
1008	YKL126W	chrXI	205350	207393	+	0.308123	0.525188	5690	0.0663362397216527	YMR104C	chrXIII	473418	475452	-	0.48568	0.311729	2153	DIFF	WGD	-0.4285714	-0.2345679	0.173913	NA	YPK1	YPK2	0.5609874	1.6	604	0.129632708208638	604	1.6	110	1.23454545454545	2501.4	90	1.17555555555556	2279.45555555556
1009	YKL127W	chrXI	203184	204897	+	0.304873	0.530844	6899	0.0741653747582057	YMR105C	chrXIII	475895	477605	-	0.483351	0.315509	0	DIFF	WGD	-0.4968873	-0.1189207	0.2083333	NA	PGM1	PGM2	0.4018253	1.6	1389	0.0709511197974968	1389	1.6	110	1.19636363636364	2482.63636363636	90	1.28	1923.34444444444
1010	YKL129C	chrXI	196347	200163	-	0.294614	0.541573	62	0.0637789869944802	YMR109W	chrXIII	486585	490245	+	0.469678	0.331823	8286	DIFF	WGD	-0.1286979	-0.09329556	0.05263158	NA	MYO3	MYO5	0.2170206	2.1	177	0.00863244741832934	177	2.1	110	1.20454545454545	2342.89090909091	90	1.30666666666667	2130.11111111111
1011	YKL132C	chrXI	193572	194865	-	0.290451	0.55358	1176	-0.11453780474087	YMR113W	chrXIII	494997	496281	+	0.463149	0.34466	7107	DIFF	WGD	-0.1666667	-0.1189402	0.1428571	NA	RMA1	FOL3	0.2049155	1.4	632	0.0831963424878943	632	1.4	110	1.09272727272727	2457.04545454545	90	1.15555555555556	2574.61111111111
1012	YKL133C	chrXI	191677	193069	-	0.287607	0.55765	2972	0.206538155556547	YMR115W	chrXIII	497702	499208	+	0.459982	0.348788	4180	DIFF	WGD	0.5492758	0.3244141	0.1153846	NA	YKL133C	MGR3	0.4271509	1.1	540	0.0545415698975055	540	1.1	110	1.11454545454545	2433.45454545455	90	1.13111111111111	2479
372	YKL135C	chrXI	186464	188645	-	0.279785	0.567677	7396	-0.009826782788543	YJR005W	chrX	445914	448017	+	0.399232	0.0275367	2957	DIFF	SSD	-0.3118048	-0.1383306	0.1739130435	NA	APL2	APL1	0.0651908716	1.9	60	0.0404780785562925	60	1.9	106	1.06603773584906	2397.33962264151	85	1.24823529411765	2176.14117647059
373	YKL139W	chrXI	182962	184549	+	0.274531	0.576959	11492	-0.0677261805063688	YPR161C	chrXVI	864444	866418	-	0.0861167	0.78614	13820	DIFF	SSD	-0.140028	-0.09238039	0.2	NA	CTK1	SGV1	0.0399680873	1.8	243	-0.0274103122016622	243	1.8	108	1.3037037037037	2223.50925925926	56	1.40357142857143	1714.35714285714
1013	YKL141W	chrXI	179671	180268	+	0.269593	0.586661	15773	0.0965213210144445	YMR118C	chrXIII	502142	502733	-	0.456169	0.355564	655	DIFF	WGD	-0.04212627	-0.04034577	0.1904762	NA	SDH3	SHH3	0.5808276	1	4236	-0.0107293681856701	4236	1	90	1.44666666666667	1901.91111111111	90	0.946666666666667	3125.26666666667
374	YKL144C	chrXI	175847	176486	-	0.263855	0.595233	19555	0.1544229815533	YDR404C	chrIV	1276646	1277162	-	0.166299	0.763877	202	DIFF	SSD	-0.1175184	-0.02815266	0.1111111111	NA	RPC25	RPB7	1	1.5	1355	-0.00777156003452372	1355	1.5	89	1.52808988764045	2290.38202247191	90	1.24444444444444	2156.43333333333
375	YKL146W	chrXI	171787	173866	+	0.257763	0.60117	18611	0.126607275954429	YNL101W	chrXIV	435000	437142	+	0.442658	0.302627	12207	DIFF	SSD	-0.4399413	-0.2113755	0.1578947368	NA	AVT3	AVT4	0.1620449434	1.9	277	-0.0385685892217274	277	1.9	88	1.48977272727273	2269.60227272727	72	1.22777777777778	2033.44444444444
376	YKL164C	chrXI	141798	142824	-	0.212765	0.671521	10115	-0.0173522729224137	YJL159W	chrX	120444	121686	+	0.161509	0.716973	6615	DIFF	SSD	0.06912111	-0.05817909	0.1428571429	NA	PIR1	HSP150	0.2333709113	3.2	1	0.0721243990702461	1	3.2	83	1.19156626506024	2138.19277108434	90	1.35333333333333	2115.58888888889
1014	YKL187C	chrXI	89288	91541	-	0.133975	0.787744	0	0.0731073927641632	YLR413W	chrXII	951152	953180	+	0.115932	0.862861	20090	DIFF	WGD	-0.3044787	-0.192189	0.1481481	NA	FAT3	INA1	0.07846449	0.3	6062	-0.0905479143168717	6062	0.3	90	1.37111111111111	1791.64444444444	56	0.903571428571429	2728.98214285714
377	YKL188C	chrXI	86229	88791	-	0.129385	0.793977	3	0.100376258447951	YPL147W	chrXVI	273253	275866	+	0.288223	0.500997	11528	DIFF	SSD	-0.2595461	-0.1889822	0.2	NA	PXA2	PXA1	0.2926622197	2.9	3	0.243031427214095	3	2.9	90	1.40222222222222	1808.56666666667	90	1.32888888888889	1998.16666666667
378	YKL190W	chrXI	82951	83555	+	0.124466	0.805843	5239	-0.0108450688250716	YDR373W	chrIV	1222751	1223324	+	0.201443	0.714025	17551	DIFF	SSD	-0.03609223	-0.03277368	0.1333333333	NA	CNB1	FRQ1	0.2355245381	2.1	37	0.0308971544613042	37	2.1	110	1.50363636363636	1630.92727272727	77	1.27922077922078	1638.72727272727
379	YKL196C	chrXI	74936	75539	-	0.11244	0.82401	13255	-0.194356558376407	YLR268W	chrXII	680201	680846	+	0.36852	0.570329	20128	DIFF	SSD	-0.3273268	-0.4131527	0.0952380952	NA	YKT6	SEC22	0.1186266223	1.8	243	0.218640923698608	243	1.8	110	1.34909090909091	2013.96363636364	102	1.11274509803922	2297.8431372549
380	YKL211C	chrXI	36699	38154	-	0.0550661	0.908736	17518	0.126235047800012	YNR033W	chrXIV	687637	690001	+	0.120271	0.37397	1487	DIFF	SSD	-0.01790425	-0.004986709	0.1904761905	NA	TRP3	ABZ1	0.2603707549	1.3	2448	0.00335750599375995	2448	1.3	90	1.33777777777778	1702.23333333333	102	1.32254901960784	1676
381	YKL218C	chrXI	17358	18339	-	0.0260453	0.953643	9049	0.020378554656275	YER086W	chrV	328472	330203	+	0.427594	0.413835	11670	DIFF	SSD	-0.08695652	-0.09145054	0.2413793103	NA	SRY1	ILV1	NA	1.6	965	0.00723268681930147	965	1.6	110	1.13272727272727	2129.65454545455	70	1.17714285714286	2641.72857142857
382	YKL220C	chrXI	9804	11227	-	0.0147107	0.969761	1495	0.0452594464636479	YOR381W	chrXV	1055542	1057678	+	0.0307994	0.953187	29449	DIFF	SSD	0.5530574	0.2650033	0.25	NA	FRE2	FRE3	NA	2.5	1	0.0796430109014353	1	2.5	110	1.08727272727273	2016.26363636364	72	1.34444444444444	1835.91666666667
383	YKL221W	chrXI	6107	7529	+	0.00916342	0.978141	0	-0.0949778031212692	YNL125C	chrXIV	390147	392169	-	0.497425	0.374027	20100	DIFF	SSD	-0.2655425	-0.3170632	0.1666666667	NA	MCH2	ESBP6	NA	1.6	376	-0.0988920215676024	376	1.6	0	NA	NA	103	1.15145631067961	2157.52427184466
384	YKR001C	chrXI	440250	442365	-	0.336241	0	5298	-0.00617179652879761	YLL001W	chrXII	147888	150162	+	0.137165	0	784	DIFF	SSD	NA	0.5440174	0.1428571429	NA	VPS1	DNM1	0.0886249824	2.2	23	-0.0602184235478503	23	2.2	109	1.32110091743119	1977.11009174312	109	1.24770642201835	2018.81651376147
385	YKR009C	chrXI	453994	456697	-	0.314736	0.0566099	5645	-0.038410602427532	YNL202W	chrXIV	259578	260457	+	0.330953	0.583135	8647	DIFF	SSD	-0.4475899	-0.2572162	0.1851851852	NA	FOX2	SPS19	0.0764842892	3.1	7	0.0303756185809478	7	3.1	110	1.28	2068.09090909091	110	1.04	2463.01818181818
386	YKR015C	chrXI	466603	468310	-	0.297311	0.112598	3219	0.0396939496981474	YJL043W	chrX	360123	360897	+	0.482906	0.170111	13978	DIFF	SSD	0.04166667	0.1889822	0.2083333333	NA	YKR015C	YJL043W	NA	0.8	537	-0.0454934398894638	537	0.8	102	1.15098039215686	2587.56862745098	90	1.20888888888889	2164.31111111111
387	YKR026C	chrXI	488380	489298	-	0.265819	0.209295	24996	0.192361134582156	YLR291C	chrXII	718318	719464	-	0.332702	0.611482	1322	DIFF	SSD	0.03655819	0.1242906	0.2222222222	NA	GCN3	GCD7	NA	2.9	122	0.198381074219966	122	2.9	110	1.50727272727273	1408.12727272727	110	1.11272727272727	2497.55454545455
388	YKR038C	chrXI	511640	512801	-	0.230553	0.312578	3858	0.23168955147465	YDL104C	chrIV	273652	274876	-	0.178633	0.385599	17020	DIFF	SSD	0.3563483	0.351391	0.1176470588	NA	KAE1	QRI7	NA	1.1	3818	0.116277442544068	3818	1.1	110	1.03818181818182	2616.97272727273	110	1.56181818181818	1060.63636363636
389	YKR039W	chrXI	514704	516513	+	0.224983	0.326183	146	0.0585513844932938	YGR191W	chrVII	880424	882236	+	0.191312	0.644934	6118	DIFF	SSD	0.555248	0.436369	0.1666666667	NA	GAP1	HIP1	0.1465952109	1.1	3229	0.0574276792982306	3229	1.1	110	1.08181818181818	2400.56363636364	110	1.27636363636364	2316.31818181818
390	YKR067W	chrXI	567559	569791	+	0.145041	0.560877	11684	-0.00443373723835871	YBL011W	chrII	203540	205820	+	0.250302	0.131153	5066	DIFF	SSD	-0.1413945	-0.08878188	0.24	NA	GPT2	SCT1	0.1012139846	1.3	2095	0.0716722592848749	2095	1.3	109	1.42293577981651	1364.4128440367	90	1.22888888888889	1880.91111111111
